SCUR1_32000.1	3c576270871ccd492147ec34c94c6d11	367	PANTHER	PTHR47027	-	6	336	4.4E-64	T	16-04-2024	-	-
SCUR1_32000.1	3c576270871ccd492147ec34c94c6d11	367	CDD	cd01650	RT_nLTR_like	2	187	1.54458E-32	T	16-04-2024	-	-
SCUR1_32000.1	3c576270871ccd492147ec34c94c6d11	367	ProSiteProfiles	PS50878	Reverse transcriptase (RT) catalytic domain profile.	1	190	19.842583	T	16-04-2024	IPR000477	Reverse transcriptase domain
SCUR1_32000.1	3c576270871ccd492147ec34c94c6d11	367	SUPERFAMILY	SSF56672	DNA/RNA polymerases	10	196	2.61E-9	T	16-04-2024	IPR043502	DNA/RNA polymerase superfamily
SCUR1_32000.1	3c576270871ccd492147ec34c94c6d11	367	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	9	187	1.2E-27	T	16-04-2024	IPR000477	Reverse transcriptase domain
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	MobiDBLite	mobidb-lite	consensus disorder prediction	871	897	-	T	16-04-2024	-	-
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	Pfam	PF11262	Transcription factor/nuclear export subunit protein 2	192	495	2.1E-91	T	16-04-2024	IPR021418	THO complex, subunitTHOC2, C-terminal
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	MobiDBLite	mobidb-lite	consensus disorder prediction	696	729	-	T	16-04-2024	-	-
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	Coils	Coil	Coil	241	271	-	T	16-04-2024	-	-
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	MobiDBLite	mobidb-lite	consensus disorder prediction	921	950	-	T	16-04-2024	-	-
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	MobiDBLite	mobidb-lite	consensus disorder prediction	754	779	-	T	16-04-2024	-	-
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	MobiDBLite	mobidb-lite	consensus disorder prediction	696	808	-	T	16-04-2024	-	-
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	MobiDBLite	mobidb-lite	consensus disorder prediction	829	957	-	T	16-04-2024	-	-
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	PANTHER	PTHR21597	THO2 PROTEIN	1	897	6.9E-170	T	16-04-2024	IPR040007	THO complex subunit 2
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	MobiDBLite	mobidb-lite	consensus disorder prediction	520	578	-	T	16-04-2024	-	-
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	MobiDBLite	mobidb-lite	consensus disorder prediction	627	665	-	T	16-04-2024	-	-
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	MobiDBLite	mobidb-lite	consensus disorder prediction	793	808	-	T	16-04-2024	-	-
SCUR1_97380.4	36b678dc2c33ee4cf7baa48781c181c3	957	MobiDBLite	mobidb-lite	consensus disorder prediction	829	854	-	T	16-04-2024	-	-
