SMTH1_15350.2	46c6a40fe5ecdc56ae4aaa9987ffffa3	349	PANTHER	PTHR24320	RETINOL DEHYDROGENASE	25	341	3.1E-73	T	16-04-2024	-	-
SMTH1_15350.2	46c6a40fe5ecdc56ae4aaa9987ffffa3	349	Pfam	PF00106	short chain dehydrogenase	60	270	2.7E-19	T	16-04-2024	IPR002347	Short-chain dehydrogenase/reductase SDR
SMTH1_15350.2	46c6a40fe5ecdc56ae4aaa9987ffffa3	349	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	148	159	1.4E-7	T	16-04-2024	IPR002347	Short-chain dehydrogenase/reductase SDR
SMTH1_15350.2	46c6a40fe5ecdc56ae4aaa9987ffffa3	349	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	60	77	1.4E-7	T	16-04-2024	IPR002347	Short-chain dehydrogenase/reductase SDR
SMTH1_15350.2	46c6a40fe5ecdc56ae4aaa9987ffffa3	349	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	251	268	1.4E-7	T	16-04-2024	IPR002347	Short-chain dehydrogenase/reductase SDR
SMTH1_15350.2	46c6a40fe5ecdc56ae4aaa9987ffffa3	349	PANTHER	PTHR24320:SF142	GH10714P-RELATED	25	341	3.1E-73	T	16-04-2024	-	-
SMTH1_15350.2	46c6a40fe5ecdc56ae4aaa9987ffffa3	349	Gene3D	G3DSA:3.40.50.720	-	50	344	1.0E-62	T	16-04-2024	-	-
SMTH1_15350.2	46c6a40fe5ecdc56ae4aaa9987ffffa3	349	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	56	311	1.09E-42	T	16-04-2024	IPR036291	NAD(P)-binding domain superfamily
SMTH1_88060.5	28218926c85709d1885eb82eff3fc875	329	PANTHER	PTHR11153:SF8	SIDEROFLEXIN-1-3	11	329	2.2E-143	T	16-04-2024	-	-
SMTH1_88060.5	28218926c85709d1885eb82eff3fc875	329	Pfam	PF03820	Sideroflexins	15	329	2.7E-131	T	16-04-2024	IPR004686	Tricarboxylate/iron carrier
SMTH1_88060.5	28218926c85709d1885eb82eff3fc875	329	TIGRFAM	TIGR00798	mtc: tricarboxylate carrier	14	329	1.2E-129	T	16-04-2024	IPR004686	Tricarboxylate/iron carrier
SMTH1_88060.5	28218926c85709d1885eb82eff3fc875	329	PANTHER	PTHR11153	SIDEROFLEXIN	11	329	2.2E-143	T	16-04-2024	IPR004686	Tricarboxylate/iron carrier
SMTH1_43130.1	78dc514612c1ecb1fe2f5921c4f780e1	345	PANTHER	PTHR24559:SF324	TRANSPOSON TY3-I GAG-POL POLYPROTEIN-LIKE PROTEIN	2	319	4.8E-68	T	16-04-2024	-	-
SMTH1_43130.1	78dc514612c1ecb1fe2f5921c4f780e1	345	SUPERFAMILY	SSF53098	Ribonuclease H-like	296	339	1.9E-8	T	16-04-2024	IPR012337	Ribonuclease H-like superfamily
SMTH1_43130.1	78dc514612c1ecb1fe2f5921c4f780e1	345	Gene3D	G3DSA:3.10.20.370	-	42	116	5.4E-9	T	16-04-2024	-	-
SMTH1_43130.1	78dc514612c1ecb1fe2f5921c4f780e1	345	PANTHER	PTHR24559	TRANSPOSON TY3-I GAG-POL POLYPROTEIN	2	319	4.8E-68	T	16-04-2024	-	-
SMTH1_43130.1	78dc514612c1ecb1fe2f5921c4f780e1	345	Pfam	PF17919	RNase H-like domain found in reverse transcriptase	18	115	1.5E-29	T	16-04-2024	IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain
