TASs00016g03154m00001	788cf29e89f900218d88d2c3be0f4ef5	537	PANTHER	PTHR15435	KICSTOR COMPLEX PROTEIN KAPTIN	254	481	1.0E-37	T	16-04-2024	IPR029982	Kaptin
TASs00016g03154m00001	788cf29e89f900218d88d2c3be0f4ef5	537	SUPERFAMILY	SSF69318	Integrin alpha N-terminal domain	371	427	4.71E-5	T	16-04-2024	IPR028994	Integrin alpha, N-terminal
TASs00440g10494m00001	54c6c139d325336ca70024eb466f8223	162	SMART	SM00355	c2h2final6	4	27	1.0	T	16-04-2024	IPR013087	Zinc finger C2H2-type
TASs00440g10494m00001	54c6c139d325336ca70024eb466f8223	162	SMART	SM00355	c2h2final6	57	80	13.0	T	16-04-2024	IPR013087	Zinc finger C2H2-type
TASs00440g10494m00001	54c6c139d325336ca70024eb466f8223	162	SMART	SM00355	c2h2final6	92	114	0.84	T	16-04-2024	IPR013087	Zinc finger C2H2-type
TASs00440g10494m00001	54c6c139d325336ca70024eb466f8223	162	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	6	27	-	T	16-04-2024	IPR013087	Zinc finger C2H2-type
TASs02864g12963m00001	0001007d11371f4148e3e7fd5047cf04	607	Pfam	PF08385	Dynein heavy chain, N-terminal region 1	230	601	1.5E-71	T	16-04-2024	IPR013594	Dynein heavy chain, tail
TASs02864g12963m00001	0001007d11371f4148e3e7fd5047cf04	607	PANTHER	PTHR10676	DYNEIN HEAVY CHAIN FAMILY PROTEIN	120	601	3.4E-72	T	16-04-2024	IPR026983	Dynein heavy chain
TASs02864g12963m00001	0001007d11371f4148e3e7fd5047cf04	607	Coils	Coil	Coil	541	561	-	T	16-04-2024	-	-
TASs02864g12963m00001	0001007d11371f4148e3e7fd5047cf04	607	PANTHER	PTHR10676:SF361	DYNEIN HEAVY CHAIN 8, AXONEMAL	120	601	3.4E-72	T	16-04-2024	-	-
TASs01236g12039m00001	d381ff5ac83b4ec290507bf8f4ba46cf	573	Coils	Coil	Coil	469	489	-	T	16-04-2024	-	-
TASs00024g03798m00001	0b71cdd1806886adc42b3b30dd66de11	420	PANTHER	PTHR24559	TRANSPOSON TY3-I GAG-POL POLYPROTEIN	147	410	3.7E-57	T	16-04-2024	-	-
TASs00024g03798m00001	0b71cdd1806886adc42b3b30dd66de11	420	CDD	cd01647	RT_LTR	298	420	2.97151E-56	T	16-04-2024	-	-
TASs00024g03798m00001	0b71cdd1806886adc42b3b30dd66de11	420	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	315	412	7.0E-12	T	16-04-2024	IPR000477	Reverse transcriptase domain
TASs00024g03798m00001	0b71cdd1806886adc42b3b30dd66de11	420	MobiDBLite	mobidb-lite	consensus disorder prediction	148	162	-	T	16-04-2024	-	-
TASs00024g03798m00001	0b71cdd1806886adc42b3b30dd66de11	420	Gene3D	G3DSA:3.30.70.270	-	339	410	6.9E-56	T	16-04-2024	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
TASs00024g03798m00001	0b71cdd1806886adc42b3b30dd66de11	420	SUPERFAMILY	SSF56672	DNA/RNA polymerases	239	415	2.22E-59	T	16-04-2024	IPR043502	DNA/RNA polymerase superfamily
TASs00024g03798m00001	0b71cdd1806886adc42b3b30dd66de11	420	PANTHER	PTHR24559:SF363	-	147	410	3.7E-57	T	16-04-2024	-	-
TASs00024g03798m00001	0b71cdd1806886adc42b3b30dd66de11	420	Pfam	PF18996	Family of unknown function (DUF5726)	1	89	1.9E-39	T	16-04-2024	IPR043784	Domain of unknown function DUF5726
TASs00024g03798m00001	0b71cdd1806886adc42b3b30dd66de11	420	Gene3D	G3DSA:3.10.10.10	HIV Type 1 Reverse Transcriptase, subunit A, domain 1	261	399	6.9E-56	T	16-04-2024	-	-
TASs00024g03798m00001	0b71cdd1806886adc42b3b30dd66de11	420	MobiDBLite	mobidb-lite	consensus disorder prediction	148	186	-	T	16-04-2024	-	-
TASs00145g08385m00001	8c76465652ac7b60d11ed976710ac120	210	Gene3D	G3DSA:2.60.40.1730	tricorn interacting facor f3 domain	1	72	1.2E-11	T	16-04-2024	IPR042097	Aminopeptidase N-like , N-terminal domain superfamliy
TASs00145g08385m00001	8c76465652ac7b60d11ed976710ac120	210	Pfam	PF17900	Peptidase M1 N-terminal domain	1	64	1.8E-6	T	16-04-2024	IPR045357	Aminopeptidase N-like , N-terminal domain
TASs00145g08385m00001	8c76465652ac7b60d11ed976710ac120	210	PANTHER	PTHR11533	PROTEASE M1 ZINC METALLOPROTEASE	1	139	1.0E-17	T	16-04-2024	-	-
TASs00145g08385m00001	8c76465652ac7b60d11ed976710ac120	210	SUPERFAMILY	SSF63737	Leukotriene A4 hydrolase N-terminal domain	2	71	1.57E-9	T	16-04-2024	IPR042097	Aminopeptidase N-like , N-terminal domain superfamliy
TASs00145g08385m00001	8c76465652ac7b60d11ed976710ac120	210	PANTHER	PTHR11533:SF174	PUROMYCIN-SENSITIVE AMINOPEPTIDASE-RELATED	1	139	1.0E-17	T	16-04-2024	-	-
TASs00452g10529m00001	8c76465652ac7b60d11ed976710ac120	210	Gene3D	G3DSA:2.60.40.1730	tricorn interacting facor f3 domain	1	72	1.2E-11	T	16-04-2024	IPR042097	Aminopeptidase N-like , N-terminal domain superfamliy
TASs00452g10529m00001	8c76465652ac7b60d11ed976710ac120	210	Pfam	PF17900	Peptidase M1 N-terminal domain	1	64	1.8E-6	T	16-04-2024	IPR045357	Aminopeptidase N-like , N-terminal domain
TASs00452g10529m00001	8c76465652ac7b60d11ed976710ac120	210	PANTHER	PTHR11533	PROTEASE M1 ZINC METALLOPROTEASE	1	139	1.0E-17	T	16-04-2024	-	-
TASs00452g10529m00001	8c76465652ac7b60d11ed976710ac120	210	SUPERFAMILY	SSF63737	Leukotriene A4 hydrolase N-terminal domain	2	71	1.57E-9	T	16-04-2024	IPR042097	Aminopeptidase N-like , N-terminal domain superfamliy
TASs00452g10529m00001	8c76465652ac7b60d11ed976710ac120	210	PANTHER	PTHR11533:SF174	PUROMYCIN-SENSITIVE AMINOPEPTIDASE-RELATED	1	139	1.0E-17	T	16-04-2024	-	-
TASs00857g11508m00001	5f2e7b2636608d3272b4490541ff0f07	500	MobiDBLite	mobidb-lite	consensus disorder prediction	269	350	-	T	16-04-2024	-	-
TASs00857g11508m00001	5f2e7b2636608d3272b4490541ff0f07	500	MobiDBLite	mobidb-lite	consensus disorder prediction	286	302	-	T	16-04-2024	-	-
TASs00857g11508m00001	5f2e7b2636608d3272b4490541ff0f07	500	SUPERFAMILY	SSF48366	Ras GEF	2	198	6.28E-24	T	16-04-2024	IPR023578	Ras guanine nucleotide exchange factor domain superfamily
TASs00857g11508m00001	5f2e7b2636608d3272b4490541ff0f07	500	MobiDBLite	mobidb-lite	consensus disorder prediction	466	480	-	T	16-04-2024	-	-
TASs00857g11508m00001	5f2e7b2636608d3272b4490541ff0f07	500	ProSiteProfiles	PS50009	Ras guanine-nucleotide exchange factors catalytic domain profile.	1	195	14.82141	T	16-04-2024	IPR001895	Ras guanine-nucleotide exchange factors catalytic domain
TASs00857g11508m00001	5f2e7b2636608d3272b4490541ff0f07	500	MobiDBLite	mobidb-lite	consensus disorder prediction	306	339	-	T	16-04-2024	-	-
TASs00857g11508m00001	5f2e7b2636608d3272b4490541ff0f07	500	PANTHER	PTHR23113	GUANINE NUCLEOTIDE EXCHANGE FACTOR	2	277	4.5E-27	T	16-04-2024	IPR008937	Ras-like guanine nucleotide exchange factor
TASs00857g11508m00001	5f2e7b2636608d3272b4490541ff0f07	500	MobiDBLite	mobidb-lite	consensus disorder prediction	458	500	-	T	16-04-2024	-	-
TASs00857g11508m00001	5f2e7b2636608d3272b4490541ff0f07	500	Pfam	PF00617	RasGEF domain	1	134	2.1E-10	T	16-04-2024	IPR001895	Ras guanine-nucleotide exchange factors catalytic domain
TASs00857g11508m00001	5f2e7b2636608d3272b4490541ff0f07	500	Gene3D	G3DSA:1.10.840.10	-	1	212	2.4E-27	T	16-04-2024	IPR036964	Ras guanine-nucleotide exchange factor, catalytic domain superfamily
TASs00857g11508m00001	5f2e7b2636608d3272b4490541ff0f07	500	PANTHER	PTHR23113:SF341	PROTEIN SON OF SEVENLESS	2	277	4.5E-27	T	16-04-2024	-	-
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	801	820	-	T	16-04-2024	-	-
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	PANTHER	PTHR12266:SF0	MITOCHONDRIAL SODIUM/CALCIUM EXCHANGER PROTEIN	84	1069	1.5E-128	T	16-04-2024	-	-
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	Gene3D	G3DSA:1.20.1420.30	-	167	295	7.7E-19	T	16-04-2024	IPR044880	NCX, central ion-binding domain superfamily
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	Gene3D	G3DSA:1.20.1420.30	-	846	1065	8.5E-21	T	16-04-2024	IPR044880	NCX, central ion-binding domain superfamily
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	565	585	-	T	16-04-2024	-	-
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	677	707	-	T	16-04-2024	-	-
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	Pfam	PF01699	Sodium/calcium exchanger protein	914	1064	4.8E-22	T	16-04-2024	IPR004837	Sodium/calcium exchanger membrane region
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	Pfam	PF01699	Sodium/calcium exchanger protein	137	281	2.8E-18	T	16-04-2024	IPR004837	Sodium/calcium exchanger membrane region
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	432	451	-	T	16-04-2024	-	-
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	680	697	-	T	16-04-2024	-	-
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	PANTHER	PTHR12266	NA+/CA2+ K+ INDEPENDENT EXCHANGER	84	1069	1.5E-128	T	16-04-2024	-	-
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	480	512	-	T	16-04-2024	-	-
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	546	614	-	T	16-04-2024	-	-
TASs00169g08733m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	434	451	-	T	16-04-2024	-	-
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	801	820	-	T	16-04-2024	-	-
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	PANTHER	PTHR12266:SF0	MITOCHONDRIAL SODIUM/CALCIUM EXCHANGER PROTEIN	84	1069	1.5E-128	T	16-04-2024	-	-
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	Gene3D	G3DSA:1.20.1420.30	-	167	295	7.7E-19	T	16-04-2024	IPR044880	NCX, central ion-binding domain superfamily
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	Gene3D	G3DSA:1.20.1420.30	-	846	1065	8.5E-21	T	16-04-2024	IPR044880	NCX, central ion-binding domain superfamily
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	565	585	-	T	16-04-2024	-	-
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	677	707	-	T	16-04-2024	-	-
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	Pfam	PF01699	Sodium/calcium exchanger protein	914	1064	4.8E-22	T	16-04-2024	IPR004837	Sodium/calcium exchanger membrane region
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	Pfam	PF01699	Sodium/calcium exchanger protein	137	281	2.8E-18	T	16-04-2024	IPR004837	Sodium/calcium exchanger membrane region
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	432	451	-	T	16-04-2024	-	-
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	680	697	-	T	16-04-2024	-	-
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	PANTHER	PTHR12266	NA+/CA2+ K+ INDEPENDENT EXCHANGER	84	1069	1.5E-128	T	16-04-2024	-	-
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	480	512	-	T	16-04-2024	-	-
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	546	614	-	T	16-04-2024	-	-
TASs00495g10662m00001	250fcddc8db6a75678e51f91be236c02	1084	MobiDBLite	mobidb-lite	consensus disorder prediction	434	451	-	T	16-04-2024	-	-
TASs02415g12792m00001	0df0084bd054d86f01325ca145c112f2	125	MobiDBLite	mobidb-lite	consensus disorder prediction	47	78	-	T	16-04-2024	-	-
TASs02415g12792m00001	0df0084bd054d86f01325ca145c112f2	125	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	16-04-2024	-	-
TASs01429g12233m00001	0df0084bd054d86f01325ca145c112f2	125	MobiDBLite	mobidb-lite	consensus disorder prediction	47	78	-	T	16-04-2024	-	-
TASs01429g12233m00001	0df0084bd054d86f01325ca145c112f2	125	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	16-04-2024	-	-
TASs03202g13052m00001	61af3c6b14d7bf8ab310c68154c23b21	513	MobiDBLite	mobidb-lite	consensus disorder prediction	61	80	-	T	16-04-2024	-	-
TASs03202g13052m00001	61af3c6b14d7bf8ab310c68154c23b21	513	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	16-04-2024	-	-
TASs03202g13052m00001	61af3c6b14d7bf8ab310c68154c23b21	513	PANTHER	PTHR22619:SF1	ZINC FINGER SWIM DOMAIN-CONTAINING PROTEIN 8	7	493	2.3E-50	T	16-04-2024	-	-
TASs03202g13052m00001	61af3c6b14d7bf8ab310c68154c23b21	513	MobiDBLite	mobidb-lite	consensus disorder prediction	50	150	-	T	16-04-2024	-	-
TASs03202g13052m00001	61af3c6b14d7bf8ab310c68154c23b21	513	MobiDBLite	mobidb-lite	consensus disorder prediction	94	141	-	T	16-04-2024	-	-
TASs03202g13052m00001	61af3c6b14d7bf8ab310c68154c23b21	513	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	16-04-2024	-	-
TASs03202g13052m00001	61af3c6b14d7bf8ab310c68154c23b21	513	PANTHER	PTHR22619	ZINC FINGER SWIM DOMAIN CONTAINING PROTEIN 4, 5, 6	7	493	2.3E-50	T	16-04-2024	-	-
TASs04245g13209m00001	a91db1759e848162182334fca369ed05	128	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	35	102	1.3E-14	T	16-04-2024	IPR000504	RNA recognition motif domain
TASs04245g13209m00001	a91db1759e848162182334fca369ed05	128	SMART	SM00360	rrm1_1	32	105	2.8E-13	T	16-04-2024	IPR000504	RNA recognition motif domain
TASs04245g13209m00001	a91db1759e848162182334fca369ed05	128	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	31	109	13.788323	T	16-04-2024	IPR000504	RNA recognition motif domain
TASs04245g13209m00001	a91db1759e848162182334fca369ed05	128	SUPERFAMILY	SSF54928	RNA-binding domain, RBD	22	111	1.61E-18	T	16-04-2024	IPR035979	RNA-binding domain superfamily
TASs04245g13209m00001	a91db1759e848162182334fca369ed05	128	Gene3D	G3DSA:3.30.70.330	-	16	112	6.0E-17	T	16-04-2024	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
TASs00911g11615m00001	a91db1759e848162182334fca369ed05	128	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	35	102	1.3E-14	T	16-04-2024	IPR000504	RNA recognition motif domain
TASs00911g11615m00001	a91db1759e848162182334fca369ed05	128	SMART	SM00360	rrm1_1	32	105	2.8E-13	T	16-04-2024	IPR000504	RNA recognition motif domain
TASs00911g11615m00001	a91db1759e848162182334fca369ed05	128	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	31	109	13.788323	T	16-04-2024	IPR000504	RNA recognition motif domain
TASs00911g11615m00001	a91db1759e848162182334fca369ed05	128	SUPERFAMILY	SSF54928	RNA-binding domain, RBD	22	111	1.61E-18	T	16-04-2024	IPR035979	RNA-binding domain superfamily
TASs00911g11615m00001	a91db1759e848162182334fca369ed05	128	Gene3D	G3DSA:3.30.70.330	-	16	112	6.0E-17	T	16-04-2024	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
TASs00005g01551m00001	f15d01e982f20332ab56a0b03c94493f	143	CDD	cd01728	LSm1	14	87	6.2052E-32	T	16-04-2024	IPR034104	Sm-like protein Lsm1
TASs00005g01551m00001	f15d01e982f20332ab56a0b03c94493f	143	PANTHER	PTHR15588	LSM1	13	133	9.2E-31	T	16-04-2024	IPR044642	U6 snRNA-associated Sm-like protein Lsm1/8
TASs00005g01551m00001	f15d01e982f20332ab56a0b03c94493f	143	Pfam	PF01423	LSM domain	22	85	4.0E-14	T	16-04-2024	IPR001163	LSM domain, eukaryotic/archaea-type
TASs00005g01551m00001	f15d01e982f20332ab56a0b03c94493f	143	Gene3D	G3DSA:2.30.30.100	-	17	140	1.1E-27	T	16-04-2024	-	-
TASs00005g01551m00001	f15d01e982f20332ab56a0b03c94493f	143	SUPERFAMILY	SSF50182	Sm-like ribonucleoproteins	18	88	1.64E-16	T	16-04-2024	IPR010920	LSM domain superfamily
TASs00005g01551m00001	f15d01e982f20332ab56a0b03c94493f	143	SMART	SM00651	Sm3	18	86	6.5E-16	T	16-04-2024	IPR001163	LSM domain, eukaryotic/archaea-type
TASs00005g01551m00001	f15d01e982f20332ab56a0b03c94493f	143	PANTHER	PTHR15588:SF8	U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM1	13	133	9.2E-31	T	16-04-2024	-	-
TASs02946g12985m00001	f15d01e982f20332ab56a0b03c94493f	143	CDD	cd01728	LSm1	14	87	6.2052E-32	T	16-04-2024	IPR034104	Sm-like protein Lsm1
TASs02946g12985m00001	f15d01e982f20332ab56a0b03c94493f	143	PANTHER	PTHR15588	LSM1	13	133	9.2E-31	T	16-04-2024	IPR044642	U6 snRNA-associated Sm-like protein Lsm1/8
TASs02946g12985m00001	f15d01e982f20332ab56a0b03c94493f	143	Pfam	PF01423	LSM domain	22	85	4.0E-14	T	16-04-2024	IPR001163	LSM domain, eukaryotic/archaea-type
TASs02946g12985m00001	f15d01e982f20332ab56a0b03c94493f	143	Gene3D	G3DSA:2.30.30.100	-	17	140	1.1E-27	T	16-04-2024	-	-
TASs02946g12985m00001	f15d01e982f20332ab56a0b03c94493f	143	SUPERFAMILY	SSF50182	Sm-like ribonucleoproteins	18	88	1.64E-16	T	16-04-2024	IPR010920	LSM domain superfamily
TASs02946g12985m00001	f15d01e982f20332ab56a0b03c94493f	143	SMART	SM00651	Sm3	18	86	6.5E-16	T	16-04-2024	IPR001163	LSM domain, eukaryotic/archaea-type
TASs02946g12985m00001	f15d01e982f20332ab56a0b03c94493f	143	PANTHER	PTHR15588:SF8	U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM1	13	133	9.2E-31	T	16-04-2024	-	-
TASs00001g00117m00001	2f624ccd740bc1943bad79744a59cbe4	1479	Pfam	PF14633	SH2 domain	1209	1424	1.7E-66	T	16-04-2024	IPR035420	Spt6, SH2 domain
