SMRG1_370.1	795c31b2272183cd7ab8d301c5b51ba0	417	SUPERFAMILY	SSF140959	Indolic compounds 2,3-dioxygenase-like	5	415	1.08E-74	T	16-04-2024	IPR037217	Tryptophan/Indoleamine 2,3-dioxygenase-like
SMRG1_370.1	795c31b2272183cd7ab8d301c5b51ba0	417	PANTHER	PTHR28657	INDOLEAMINE 2,3-DIOXYGENASE	3	416	1.4E-87	T	16-04-2024	IPR000898	Indoleamine 2,3-dioxygenase
SMRG1_370.1	795c31b2272183cd7ab8d301c5b51ba0	417	Gene3D	G3DSA:1.20.58.480	-	131	417	3.3E-53	T	16-04-2024	-	-
SMRG1_370.1	795c31b2272183cd7ab8d301c5b51ba0	417	Pfam	PF01231	Indoleamine 2,3-dioxygenase	4	413	1.5E-77	T	16-04-2024	IPR000898	Indoleamine 2,3-dioxygenase
SMRG1_93060.2	1429ff44e00df9688bd0e8c75e061b1a	417	MobiDBLite	mobidb-lite	consensus disorder prediction	190	212	-	T	16-04-2024	-	-
SMRG1_93060.2	1429ff44e00df9688bd0e8c75e061b1a	417	MobiDBLite	mobidb-lite	consensus disorder prediction	314	417	-	T	16-04-2024	-	-
SMRG1_93060.2	1429ff44e00df9688bd0e8c75e061b1a	417	Pfam	PF04774	Hyaluronan / mRNA binding family	187	288	1.8E-9	T	16-04-2024	IPR006861	Hyaluronan/mRNA-binding protein
SMRG1_93060.2	1429ff44e00df9688bd0e8c75e061b1a	417	MobiDBLite	mobidb-lite	consensus disorder prediction	314	362	-	T	16-04-2024	-	-
SMRG1_93060.2	1429ff44e00df9688bd0e8c75e061b1a	417	MobiDBLite	mobidb-lite	consensus disorder prediction	38	55	-	T	16-04-2024	-	-
SMRG1_93060.2	1429ff44e00df9688bd0e8c75e061b1a	417	MobiDBLite	mobidb-lite	consensus disorder prediction	373	387	-	T	16-04-2024	-	-
SMRG1_93060.2	1429ff44e00df9688bd0e8c75e061b1a	417	MobiDBLite	mobidb-lite	consensus disorder prediction	38	268	-	T	16-04-2024	-	-
SMRG1_93060.2	1429ff44e00df9688bd0e8c75e061b1a	417	MobiDBLite	mobidb-lite	consensus disorder prediction	229	248	-	T	16-04-2024	-	-
SMRG1_93060.2	1429ff44e00df9688bd0e8c75e061b1a	417	PANTHER	PTHR12299	HYALURONIC ACID-BINDING PROTEIN 4	15	416	1.3E-25	T	16-04-2024	IPR039764	RNA binding protein HABP4/SERBP1
SMRG1_93060.2	1429ff44e00df9688bd0e8c75e061b1a	417	MobiDBLite	mobidb-lite	consensus disorder prediction	142	158	-	T	16-04-2024	-	-
SMRG1_93060.2	1429ff44e00df9688bd0e8c75e061b1a	417	SMART	SM01233	HABP4_PAI_RBP1_2	185	298	2.8E-11	T	16-04-2024	IPR006861	Hyaluronan/mRNA-binding protein
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	Pfam	PF17921	Integrase zinc binding domain	378	430	2.1E-14	T	16-04-2024	IPR041588	Integrase zinc-binding domain
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	PANTHER	PTHR34072:SF9	ENZYMATIC POLYPROTEIN-RELATED	14	152	1.6E-86	T	16-04-2024	-	-
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	PANTHER	PTHR34072:SF9	ENZYMATIC POLYPROTEIN-RELATED	121	611	1.6E-86	T	16-04-2024	-	-
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	ProSiteProfiles	PS50878	Reverse transcriptase (RT) catalytic domain profile.	1	65	9.408591	T	16-04-2024	IPR000477	Reverse transcriptase domain
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	Coils	Coil	Coil	752	753	-	T	16-04-2024	-	-
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	MobiDBLite	mobidb-lite	consensus disorder prediction	714	753	-	T	16-04-2024	-	-
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	Gene3D	G3DSA:1.10.340.70	-	347	430	1.4E-14	T	16-04-2024	-	-
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	Coils	Coil	Coil	185	205	-	T	16-04-2024	-	-
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	11	64	1.1E-8	T	16-04-2024	IPR000477	Reverse transcriptase domain
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	Gene3D	G3DSA:3.30.70.270	-	75	166	7.5E-21	T	16-04-2024	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	SUPERFAMILY	SSF56672	DNA/RNA polymerases	1	269	1.45E-76	T	16-04-2024	IPR043502	DNA/RNA polymerase superfamily
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	PANTHER	PTHR34072	ENZYMATIC POLYPROTEIN-RELATED	14	152	1.6E-86	T	16-04-2024	-	-
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	PANTHER	PTHR34072	ENZYMATIC POLYPROTEIN-RELATED	121	611	1.6E-86	T	16-04-2024	-	-
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	Gene3D	G3DSA:3.30.420.10	-	438	635	8.7E-52	T	16-04-2024	IPR036397	Ribonuclease H superfamily
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	CDD	cd09274	RNase_HI_RT_Ty3	159	283	1.34792E-50	T	16-04-2024	-	-
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	Pfam	PF17919	RNase H-like domain found in reverse transcriptase	128	227	8.3E-33	T	16-04-2024	IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	MobiDBLite	mobidb-lite	consensus disorder prediction	733	753	-	T	16-04-2024	-	-
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	Gene3D	G3DSA:3.30.70.270	-	1	70	3.4E-16	T	16-04-2024	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	ProSiteProfiles	PS50994	Integrase catalytic domain profile.	444	597	25.40189	T	16-04-2024	IPR001584	Integrase, catalytic core
SMRG1_2810.1	ec73ec381aae6695eb70a7ff0f346620	753	Pfam	PF00665	Integrase core domain	446	538	1.5E-15	T	16-04-2024	IPR001584	Integrase, catalytic core
