WMSIL1_LOCUS9981	37e31908dfd3dabe9999b38a0e2cd30d	73	Gene3D	G3DSA:1.10.10.1450	-	2	50	7.3E-13	T	15-04-2024	-	-
WMSIL1_LOCUS9981	37e31908dfd3dabe9999b38a0e2cd30d	73	Pfam	PF17906	HTH domain in Mos1 transposase	6	49	9.2E-8	T	15-04-2024	IPR041426	Mos1 transposase, HTH domain
WMSIL1_LOCUS1162	5a86e22e68672a54cb150f2d19f9758b	118	MobiDBLite	mobidb-lite	consensus disorder prediction	1	93	-	T	15-04-2024	-	-
WMSIL1_LOCUS1162	5a86e22e68672a54cb150f2d19f9758b	118	MobiDBLite	mobidb-lite	consensus disorder prediction	75	93	-	T	15-04-2024	-	-
WMSIL1_LOCUS185	fd3656e5aba8826152939759d1a7ff4b	190	Pfam	PF18997	Family of unknown function (DUF5727)	12	189	2.0E-45	T	15-04-2024	IPR043785	Domain of unknown function DUF5727
WMSIL1_LOCUS13923.1	cd573a62747e27d3951d11f3e468783b	227	Gene3D	G3DSA:2.120.10.80	-	107	227	5.8E-6	T	15-04-2024	IPR015915	Kelch-type beta propeller
WMSIL1_LOCUS13923.1	cd573a62747e27d3951d11f3e468783b	227	SUPERFAMILY	SSF117281	Kelch motif	142	222	1.31E-5	T	15-04-2024	IPR015915	Kelch-type beta propeller
WMSIL1_LOCUS8832	dd6d5b029f909e5c9fb68b6adf343a66	74	MobiDBLite	mobidb-lite	consensus disorder prediction	31	59	-	T	15-04-2024	-	-
WMSIL1_LOCUS4393	12b9a74e13c6862867400224f6ad9ec1	168	MobiDBLite	mobidb-lite	consensus disorder prediction	37	68	-	T	15-04-2024	-	-
WMSIL1_LOCUS4393	12b9a74e13c6862867400224f6ad9ec1	168	MobiDBLite	mobidb-lite	consensus disorder prediction	53	68	-	T	15-04-2024	-	-
WMSIL1_LOCUS10836	338be9e1124b601800ba6be49516007d	123	MobiDBLite	mobidb-lite	consensus disorder prediction	40	56	-	T	15-04-2024	-	-
WMSIL1_LOCUS10836	338be9e1124b601800ba6be49516007d	123	MobiDBLite	mobidb-lite	consensus disorder prediction	32	56	-	T	15-04-2024	-	-
WMSIL1_LOCUS4144	28f9f7dcb10cb247a5ec953b87265394	175	Gene3D	G3DSA:2.120.10.80	-	27	175	6.2E-9	T	15-04-2024	IPR015915	Kelch-type beta propeller
WMSIL1_LOCUS4144	28f9f7dcb10cb247a5ec953b87265394	175	SUPERFAMILY	SSF117281	Kelch motif	61	173	2.22E-10	T	15-04-2024	IPR015915	Kelch-type beta propeller
WMSIL1_LOCUS11997	2f6e90e18212dba9f53c6d7f02e576a3	95	MobiDBLite	mobidb-lite	consensus disorder prediction	18	45	-	T	15-04-2024	-	-
WMSIL1_LOCUS11997	2f6e90e18212dba9f53c6d7f02e576a3	95	MobiDBLite	mobidb-lite	consensus disorder prediction	19	45	-	T	15-04-2024	-	-
WMSIL1_LOCUS8071	1dcbdbe337793ac6f706d4d2c341552b	279	CDD	cd09009	PNP-EcPNPII_like	5	276	1.94471E-150	T	15-04-2024	IPR011268	Purine nucleoside phosphorylase
