MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	SUPERFAMILY	SSF50630	Acid proteases	291	389	1.61E-13	T	16-04-2024	IPR021109	Aspartic peptidase domain superfamily
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	CDD	cd01647	RT_LTR	500	603	4.9203E-52	T	16-04-2024	-	-
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	Gene3D	G3DSA:3.10.10.10	HIV Type 1 Reverse Transcriptase, subunit A, domain 1	469	601	2.1E-54	T	16-04-2024	-	-
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	MobiDBLite	mobidb-lite	consensus disorder prediction	217	239	-	T	16-04-2024	-	-
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	Gene3D	G3DSA:2.40.70.10	Acid Proteases	287	431	4.7E-18	T	16-04-2024	IPR021109	Aspartic peptidase domain superfamily
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	PANTHER	PTHR24559:SF363	-	306	603	2.0E-51	T	16-04-2024	-	-
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	MobiDBLite	mobidb-lite	consensus disorder prediction	1	22	-	T	16-04-2024	-	-
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	CDD	cd00303	retropepsin_like	292	381	1.37248E-19	T	16-04-2024	-	-
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	Pfam	PF13975	gag-polyprotein putative aspartyl protease	292	381	3.6E-9	T	16-04-2024	-	-
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	PANTHER	PTHR24559	TRANSPOSON TY3-I GAG-POL POLYPROTEIN	306	603	2.0E-51	T	16-04-2024	-	-
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	ProSitePatterns	PS00141	Eukaryotic and viral aspartyl proteases active site.	303	314	-	T	16-04-2024	IPR001969	Aspartic peptidase, active site
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	ProSiteProfiles	PS50878	Reverse transcriptase (RT) catalytic domain profile.	497	603	9.326595	T	16-04-2024	IPR000477	Reverse transcriptase domain
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	516	603	6.5E-12	T	16-04-2024	IPR000477	Reverse transcriptase domain
MS3_00003496.1_mrna	1a11b985092fa238550fad2dbd270924	603	Gene3D	G3DSA:3.30.70.270	-	541	603	2.1E-54	T	16-04-2024	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
